subscription_id,account_id,start_date,end_date,plan_tier_x,seats_x,mrr_amount,arr_amount,is_trial_x,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,industry,country,plan_tier_y,seats_y,signup_date,referral_source,is_trial_y,usage_count,usage_duration_secs,error_count,is_beta_feature,total_tickets,resolution_time_hours,satisfaction_score,reason_code,feedback_text,Churned,signup_month,tenure_months
S-761a0f,A-d792a6,2024-10-17,2026-02-12 22:02:11.429868,Enterprise,65,12935,155220,False,False,False,False,annual,True,DevTools,US,Enterprise,4,2023-01-23,organic,False,45.0,6832.0,0.0,0.0,5.0,40.6,4.0,support,missing features,0,2023-01,16.1
S-859ee0,A-8bde0c,2024-12-26,2026-02-12 22:02:11.429868,Enterprise,28,5572,66864,False,False,False,False,monthly,True,DevTools,US,Basic,12,2024-11-04,organic,False,48.0,11401.0,0.0,0.0,3.0,25.666666666666668,4.0,features,missing features,0,2024-11,13.766666666666667
S-924925,A-4d1e75,2024-11-17,2026-02-12 22:02:11.429868,Pro,31,1519,18228,False,False,False,False,monthly,False,DevTools,US,Basic,20,2024-08-21,other,False,49.0,10481.0,5.0,2.0,2.0,15.0,4.0,budget,missing features,0,2024-08,15.066666666666666
S-c55cbb,A-798a3f,2024-09-11,2026-02-12 22:02:11.429868,Enterprise,12,0,0,True,False,False,False,monthly,True,DevTools,FR,Enterprise,12,2023-10-19,other,False,26.0,10830.0,3.0,0.0,5.0,33.0,4.0,support,No feedback,0,2023-10,17.3
S-872bdd,A-d3c88e,2024-10-23,2026-02-12 22:02:11.429868,Enterprise,16,3184,38208,False,False,False,False,annual,True,DevTools,US,Pro,16,2024-10-18,event,False,80.0,17155.0,0.0,3.0,3.0,58.0,4.0,support,too expensive,0,2024-10,15.9
S-bf9b37,A-692f18,2024-05-25,2026-02-12 22:02:11.429868,Pro,6,294,3528,False,False,False,False,annual,True,EdTech,US,Basic,5,2024-03-28,other,True,47.0,9947.0,10.0,0.0,2.0,37.5,5.0,support,switched to competitor,0,2024-03,20.933333333333334
S-51924b,A-67be94,2024-01-18,2026-02-12 22:02:11.429868,Basic,62,1178,14136,False,False,False,False,annual,True,EdTech,US,Enterprise,26,2023-04-04,organic,False,86.0,29750.0,5.0,1.0,5.0,38.6,4.0,competitor,too expensive,0,2023-04,25.2
S-b03125,A-fd9422,2024-12-20,2026-02-12 22:02:11.429868,Pro,58,2842,34104,False,False,True,False,annual,True,Cybersecurity,US,Pro,58,2024-04-04,organic,False,119.0,35285.0,10.0,0.0,6.0,44.333333333333336,3.5,Active,No feedback,0,2024-04,13.966666666666667
S-02ab8b,A-4e44e8,2024-11-03,2026-02-12 22:02:11.429868,Enterprise,75,14925,179100,False,False,False,False,monthly,True,DevTools,US,Enterprise,3,2024-08-20,ads,False,52.0,18549.0,1.0,1.0,3.0,31.333333333333332,3.3333333333333335,budget,switched to competitor,0,2024-08,15.533333333333333
S-de5d6e,A-e36807,2024-09-25,2026-02-12 22:02:11.429868,Basic,26,494,5928,False,False,False,False,monthly,True,EdTech,AU,Pro,6,2024-05-17,other,False,42.0,13354.0,2.0,0.0,2.0,41.0,4.5,Active,No feedback,0,2024-05,16.833333333333332
S-e1fa5b,A-157070,2024-12-08,2024-12-25 00:00:00.000000,Enterprise,16,3184,38208,False,False,False,True,monthly,True,FinTech,US,Pro,16,2023-11-09,ads,False,9.0,657.0,0.0,0.0,3.0,42.333333333333336,3.0,features,too expensive,1,2023-11,0.5666666666666667
S-b41494,A-b7724f,2023-06-03,2026-02-12 22:02:11.429868,Basic,33,627,7524,False,False,False,False,monthly,True,HealthTech,UK,Basic,1,2023-03-28,organic,False,38.0,5642.0,0.0,0.0,3.0,28.666666666666668,3.0,competitor,switched to competitor,0,2023-03,32.833333333333336
S-d7ccbd,A-db5e9e,2024-12-22,2026-02-12 22:02:11.429868,Pro,40,0,0,True,False,False,False,monthly,True,DevTools,US,Basic,4,2024-11-09,partner,False,79.0,18130.0,0.0,0.0,2.0,66.0,5.0,pricing,missing features,0,2024-11,13.9
S-34f2f9,A-f19409,2024-09-16,2026-02-12 22:02:11.429868,Enterprise,23,4577,54924,False,False,False,False,annual,True,DevTools,US,Basic,23,2023-03-16,other,False,99.0,25178.0,5.0,1.0,3.0,6.333333333333333,4.0,features,too expensive,0,2023-03,17.133333333333333
S-54d2a3,A-712f1c,2024-01-21,2026-02-12 22:02:11.429868,Enterprise,17,3383,40596,False,False,False,False,monthly,True,DevTools,US,Basic,17,2023-12-16,ads,False,70.0,26537.0,8.0,1.0,6.0,41.666666666666664,4.0,budget,No feedback,0,2023-12,25.1
S-d1350e,A-6c093d,2024-07-27,2026-02-12 22:02:11.429868,Enterprise,61,12139,145668,False,False,False,False,annual,True,DevTools,US,Basic,7,2023-04-14,partner,True,30.0,6612.0,0.0,0.0,3.0,40.333333333333336,5.0,Active,No feedback,0,2023-04,18.833333333333332
S-e76e80,A-832ec2,2024-01-02,2026-02-12 22:02:11.429868,Basic,25,0,0,True,False,False,False,monthly,True,FinTech,UK,Enterprise,4,2023-11-19,event,True,68.0,26143.0,2.0,0.0,3.0,26.0,4.0,unknown,too expensive,0,2023-11,25.733333333333334
S-f4097a,A-faa28c,2024-06-06,2026-02-12 22:02:11.429868,Enterprise,48,9552,114624,False,False,False,False,monthly,False,HealthTech,US,Enterprise,48,2024-01-30,organic,False,52.0,8510.0,7.0,0.0,4.0,52.25,4.666666666666667,features,missing features,0,2024-01,20.533333333333335
S-d4f02f,A-342303,2024-07-10,2026-02-12 22:02:11.429868,Pro,28,1372,16464,False,False,False,False,annual,True,EdTech,US,Pro,1,2024-03-16,other,True,7.0,574.0,1.0,0.0,3.0,29.333333333333332,4.5,features,switched to competitor,0,2024-03,19.4
S-bf3403,A-0cc442,2024-11-10,2026-02-12 22:02:11.429868,Enterprise,45,8955,107460,False,False,False,False,annual,False,EdTech,US,Basic,45,2024-07-18,organic,False,50.0,16944.0,4.0,0.0,3.0,37.0,3.0,budget,too expensive,0,2024-07,15.3
S-0a83cc,A-d922bf,2024-02-16,2026-02-12 22:02:11.429868,Basic,5,0,0,True,False,False,False,annual,True,HealthTech,US,Basic,5,2023-09-08,ads,True,49.0,17151.0,0.0,0.0,7.0,39.142857142857146,3.3333333333333335,support,too expensive,0,2023-09,24.233333333333334
S-1a9fb7,A-b30291,2024-06-04,2026-02-12 22:02:11.429868,Enterprise,16,3184,38208,False,False,False,False,monthly,True,HealthTech,US,Basic,5,2024-04-05,event,True,28.0,8380.0,0.0,0.0,1.0,16.0,4.0,competitor,too expensive,0,2024-04,20.6
S-1a3627,A-86fc1d,2024-12-31,2026-02-12 22:02:11.429868,Basic,26,0,0,True,False,False,False,monthly,True,DevTools,UK,Basic,26,2024-07-26,partner,False,25.0,7547.0,0.0,0.0,5.0,27.0,4.0,support,No feedback,0,2024-07,13.6
S-93f835,A-5a215a,2024-02-11,2026-02-12 22:02:11.429868,Pro,87,4263,51156,False,True,False,False,monthly,True,EdTech,FR,Enterprise,87,2024-01-05,other,False,68.0,18798.0,0.0,0.0,4.0,29.5,4.0,Active,No feedback,0,2024-01,24.4
S-75e469,A-b78bf8,2024-12-28,2026-02-12 22:02:11.429868,Pro,33,1617,19404,False,False,False,False,monthly,True,DevTools,US,Pro,33,2024-11-15,event,False,25.0,3947.0,1.0,1.0,5.0,24.2,4.2,unknown,No feedback,0,2024-11,13.7
S-409291,A-3932db,2024-10-29,2026-02-12 22:02:11.429868,Pro,36,1764,21168,False,False,False,False,annual,True,HealthTech,CA,Pro,19,2023-10-04,other,True,74.0,24942.0,4.0,1.0,6.0,41.0,4.333333333333333,Active,No feedback,0,2023-10,15.7
S-41cdf0,A-68f37c,2023-08-15,2023-11-03 00:00:00.000000,Pro,17,0,0,True,True,False,True,monthly,True,HealthTech,US,Basic,4,2023-07-15,ads,False,21.0,9285.0,2.0,0.0,5.0,20.2,4.0,competitor,too expensive,1,2023-07,2.6666666666666665
S-5be27b,A-5b4ebb,2024-10-18,2026-02-12 22:02:11.429868,Enterprise,21,4179,50148,False,False,False,False,annual,True,Cybersecurity,UK,Basic,21,2024-07-10,other,True,58.0,14214.0,2.0,1.0,5.0,35.4,4.75,Active,No feedback,0,2024-07,16.066666666666666
S-8f7c91,A-ccb686,2024-12-11,2026-02-12 22:02:11.429868,Basic,11,209,2508,False,False,False,False,annual,True,DevTools,US,Basic,10,2024-01-22,other,False,81.0,23231.0,7.0,1.0,1.0,67.0,4.0,budget,switched to competitor,0,2024-01,14.266666666666667
S-aaed3e,A-e6afc1,2024-12-18,2026-02-12 22:02:11.429868,Pro,9,0,0,True,False,False,False,monthly,False,DevTools,US,Pro,1,2023-02-24,ads,False,111.0,38765.0,8.0,0.0,0.0,0.0,4.0,Active,No feedback,0,2023-02,14.033333333333333
S-4fdfa3,A-5a3eb9,2024-11-09,2026-02-12 22:02:11.429868,Enterprise,18,3582,42984,False,False,False,False,monthly,True,DevTools,CA,Enterprise,18,2023-08-20,other,True,77.0,25777.0,7.0,1.0,3.0,24.0,4.0,pricing,missing features,0,2023-08,15.333333333333334
S-f421c8,A-9badbd,2024-06-29,2026-02-12 22:02:11.429868,Basic,28,532,6384,False,False,False,False,annual,True,Cybersecurity,DE,Enterprise,5,2024-06-19,ads,True,90.0,25013.0,8.0,2.0,5.0,30.2,5.0,Active,No feedback,0,2024-06,19.766666666666666
S-34553e,A-d49cc5,2024-06-25,2026-02-12 22:02:11.429868,Basic,50,950,11400,False,False,False,False,annual,False,Cybersecurity,FR,Basic,50,2023-09-19,event,False,44.0,10444.0,3.0,1.0,4.0,32.0,4.5,competitor,missing features,0,2023-09,19.9
S-e6a17a,A-039727,2024-12-19,2024-12-30 00:00:00.000000,Enterprise,25,4975,59700,False,True,False,True,annual,True,EdTech,AU,Pro,25,2024-11-02,organic,False,75.0,26857.0,2.0,0.0,0.0,0.0,4.0,pricing,switched to competitor,1,2024-11,0.36666666666666664
S-9d36ff,A-2e3bad,2024-03-11,2026-02-12 22:02:11.429868,Enterprise,61,0,0,True,False,False,False,monthly,True,FinTech,CA,Pro,61,2023-08-13,other,False,34.0,7498.0,4.0,0.0,5.0,31.4,3.5,features,missing features,0,2023-08,23.433333333333334
S-583ae2,A-726cfa,2024-01-05,2026-02-12 22:02:11.429868,Basic,17,323,3876,False,False,False,False,annual,False,DevTools,US,Pro,11,2023-07-01,partner,False,29.0,2798.0,0.0,1.0,3.0,35.666666666666664,4.0,support,too expensive,0,2023-07,25.633333333333333
S-e162d0,A-503d5a,2023-12-18,2026-02-12 22:02:11.429868,Basic,19,0,0,True,False,False,False,monthly,True,FinTech,US,Enterprise,4,2023-10-21,other,False,120.0,38896.0,8.0,0.0,9.0,36.55555555555556,4.0,Active,No feedback,0,2023-10,26.233333333333334
S-96383d,A-39ddf4,2024-12-29,2026-02-12 22:02:11.429868,Enterprise,40,7960,95520,False,False,False,False,annual,True,EdTech,US,Enterprise,40,2024-12-05,partner,False,54.0,21628.0,3.0,0.0,5.0,23.0,4.25,support,No feedback,0,2024-12,13.666666666666666
S-f0ad87,A-acb7f7,2024-10-13,2026-02-12 22:02:11.429868,Basic,32,0,0,True,False,False,False,annual,False,EdTech,US,Basic,32,2024-01-06,ads,False,51.0,16968.0,2.0,1.0,3.0,41.0,3.5,competitor,missing features,0,2024-01,16.233333333333334
S-d619ad,A-bc4d48,2024-06-29,2026-02-12 22:02:11.429868,Pro,35,0,0,True,False,False,False,monthly,True,EdTech,US,Pro,35,2024-06-12,ads,True,53.0,15077.0,2.0,0.0,6.0,41.166666666666664,4.2,Active,No feedback,0,2024-06,19.766666666666666
S-d65491,A-186a44,2024-12-17,2026-02-12 22:02:11.429868,Pro,20,0,0,True,False,False,False,annual,True,HealthTech,US,Enterprise,20,2023-08-07,ads,False,42.0,13006.0,2.0,0.0,7.0,38.285714285714285,3.5,Active,No feedback,0,2023-08,14.066666666666666
S-34cc51,A-118d55,2024-11-21,2026-02-12 22:02:11.429868,Basic,15,285,3420,False,False,False,False,annual,False,Cybersecurity,US,Basic,8,2024-10-22,organic,False,12.0,192.0,0.0,0.0,5.0,24.2,4.333333333333333,pricing,too expensive,0,2024-10,14.933333333333334
S-e4ba87,A-e40f45,2024-05-23,2026-02-12 22:02:11.429868,Basic,27,513,6156,False,False,False,False,annual,True,HealthTech,US,Pro,21,2024-04-18,organic,False,35.0,5337.0,4.0,0.0,7.0,26.714285714285715,4.333333333333333,budget,missing features,0,2024-04,21.0
S-709484,A-bcf664,2024-08-22,2026-02-12 22:02:11.429868,Pro,8,392,4704,False,False,False,False,annual,True,DevTools,US,Pro,5,2023-05-19,other,False,53.0,15831.0,0.0,0.0,5.0,36.0,4.0,competitor,too expensive,0,2023-05,17.966666666666665
S-631547,A-d82ef9,2024-11-28,2026-02-12 22:02:11.429868,Basic,26,0,0,True,False,False,False,annual,False,EdTech,UK,Basic,26,2024-07-02,other,False,84.0,26334.0,4.0,0.0,5.0,39.8,4.25,budget,switched to competitor,0,2024-07,14.7
S-d7e65d,A-5a92e7,2024-08-30,2026-02-12 22:02:11.429868,Pro,20,980,11760,False,False,False,False,monthly,True,HealthTech,US,Pro,4,2024-06-11,ads,False,17.0,7432.0,0.0,0.0,7.0,45.0,4.4,budget,missing features,0,2024-06,17.7
S-f32440,A-0a282f,2024-10-06,2026-02-12 22:02:11.429868,Basic,40,760,9120,False,False,False,False,monthly,True,DevTools,US,Basic,1,2024-08-27,organic,False,51.0,13598.0,2.0,0.0,3.0,43.666666666666664,4.666666666666667,features,switched to competitor,0,2024-08,16.466666666666665
S-44d025,A-d4ac0e,2024-11-29,2026-02-12 22:02:11.429868,Pro,18,882,10584,False,False,False,False,annual,True,DevTools,UK,Basic,18,2024-04-20,ads,False,25.0,7310.0,4.0,0.0,4.0,21.0,3.5,Active,No feedback,0,2024-04,14.666666666666666
S-e3a257,A-84ebe4,2024-02-14,2026-02-12 22:02:11.429868,Pro,18,882,10584,False,False,False,False,annual,True,FinTech,US,Pro,18,2023-03-12,ads,True,6.0,1140.0,2.0,0.0,4.0,29.5,4.0,budget,switched to competitor,0,2023-03,24.3
S-6e0562,A-9bfc9f,2024-03-15,2026-02-12 22:02:11.429868,Pro,53,2597,31164,False,False,False,False,annual,True,DevTools,CA,Pro,53,2023-09-14,ads,False,30.0,6348.0,3.0,0.0,6.0,35.333333333333336,3.3333333333333335,Active,No feedback,0,2023-09,23.3
S-11d378,A-f51f16,2024-02-18,2026-02-12 22:02:11.429868,Basic,24,456,5472,False,True,False,False,monthly,True,HealthTech,US,Enterprise,1,2023-12-25,partner,False,24.0,7210.0,0.0,0.0,4.0,29.25,3.0,competitor,too expensive,0,2023-12,24.166666666666668
S-a69559,A-cd458b,2024-08-25,2026-02-12 22:02:11.429868,Basic,10,190,2280,False,False,False,False,monthly,False,DevTools,US,Basic,10,2024-06-15,other,True,76.0,22611.0,0.0,0.0,5.0,38.4,4.6,budget,switched to competitor,0,2024-06,17.866666666666667
S-984423,A-96e141,2024-08-21,2026-02-12 22:02:11.429868,Enterprise,25,4975,59700,False,False,False,False,monthly,True,DevTools,UK,Basic,14,2023-08-12,partner,False,20.0,8845.0,2.0,0.0,5.0,32.8,4.333333333333333,budget,too expensive,0,2023-08,18.0
S-49e3e5,A-6e7827,2023-06-11,2026-02-12 22:02:11.429868,Basic,9,171,2052,False,True,False,False,monthly,True,DevTools,US,Basic,1,2023-03-26,other,False,15.0,4346.0,0.0,0.0,2.0,51.0,3.5,features,missing features,0,2023-03,32.56666666666667
S-0b6e58,A-1e1b80,2024-07-05,2026-02-12 22:02:11.429868,Enterprise,50,9950,119400,False,False,False,False,annual,False,FinTech,CA,Enterprise,50,2023-09-12,other,False,13.0,247.0,0.0,0.0,6.0,43.0,3.2,features,switched to competitor,0,2023-09,19.566666666666666
S-16ef7a,A-751c58,2024-12-16,2026-02-12 22:02:11.429868,Basic,16,0,0,True,False,False,False,monthly,True,FinTech,UK,Basic,15,2024-07-18,organic,False,59.0,19350.0,4.0,1.0,5.0,39.6,4.333333333333333,budget,missing features,0,2024-07,14.1
S-3fb291,A-f51f16,2024-05-06,2026-02-12 22:02:11.429868,Enterprise,39,7761,93132,False,False,False,False,annual,True,HealthTech,US,Enterprise,1,2023-12-25,partner,False,18.0,3570.0,6.0,1.0,4.0,29.25,3.0,competitor,too expensive,0,2023-12,21.566666666666666
S-f6cd70,A-2ebb4b,2023-10-14,2026-02-12 22:02:11.429868,Pro,41,2009,24108,False,False,False,False,annual,True,HealthTech,US,Basic,41,2023-05-15,ads,False,78.0,24082.0,6.0,1.0,2.0,43.5,3.0,features,missing features,0,2023-05,28.4
S-e7d026,A-0aaf6e,2024-12-25,2026-02-12 22:02:11.429868,Enterprise,88,17512,210144,False,False,False,False,annual,True,FinTech,US,Enterprise,3,2024-05-11,organic,False,94.0,24865.0,4.0,0.0,5.0,45.0,4.0,Active,No feedback,0,2024-05,13.8
S-c2fd82,A-84ebe4,2024-06-29,2024-11-06 00:00:00.000000,Enterprise,82,0,0,True,False,False,True,monthly,True,FinTech,US,Pro,18,2023-03-12,ads,True,39.0,12011.0,0.0,2.0,4.0,29.5,4.0,budget,switched to competitor,1,2023-03,4.333333333333333
S-38131a,A-aa9511,2024-04-13,2026-02-12 22:02:11.429868,Enterprise,23,0,0,True,False,False,False,monthly,True,DevTools,US,Pro,23,2023-10-10,other,True,19.0,4225.0,0.0,0.0,2.0,56.5,4.0,competitor,No feedback,0,2023-10,22.333333333333332
S-aa3a36,A-ccc747,2024-05-13,2026-02-12 22:02:11.429868,Enterprise,16,0,0,True,True,False,False,monthly,False,HealthTech,FR,Pro,16,2024-01-12,event,False,41.0,10412.0,1.0,1.0,4.0,32.25,5.0,budget,switched to competitor,0,2024-01,21.333333333333332
S-46eb1c,A-089363,2024-10-13,2026-02-12 22:02:11.429868,Basic,11,209,2508,False,False,False,False,annual,False,FinTech,AU,Basic,2,2023-05-06,event,False,63.0,19122.0,8.0,2.0,3.0,35.0,3.6666666666666665,pricing,switched to competitor,0,2023-05,16.233333333333334
S-6ed77d,A-fe79a5,2024-05-22,2026-02-12 22:02:11.429868,Enterprise,9,1791,21492,False,False,False,False,monthly,True,HealthTech,IN,Basic,9,2024-02-21,ads,True,55.0,13412.0,7.0,0.0,4.0,28.5,5.0,Active,No feedback,0,2024-02,21.033333333333335
S-f72b84,A-f44180,2024-06-22,2026-02-12 22:02:11.429868,Pro,9,441,5292,False,False,False,False,monthly,True,Cybersecurity,UK,Pro,9,2023-02-13,event,False,61.0,24201.0,0.0,1.0,2.0,46.5,5.0,competitor,too expensive,0,2023-02,20.0
S-0f0d3a,A-ad296b,2024-11-16,2024-11-20 00:00:00.000000,Basic,38,722,8664,False,False,False,True,annual,True,DevTools,AU,Pro,38,2024-07-15,event,False,8.0,4426.0,0.0,0.0,3.0,28.333333333333332,3.6666666666666665,Active,No feedback,1,2024-07,0.13333333333333333
S-05b080,A-b9eed8,2024-06-21,2026-02-12 22:02:11.429868,Basic,11,209,2508,False,False,False,False,monthly,True,Cybersecurity,US,Basic,11,2024-02-23,organic,False,44.0,19545.0,4.0,1.0,5.0,29.2,3.75,pricing,switched to competitor,0,2024-02,20.033333333333335
S-bae2c4,A-bb1486,2024-12-25,2026-02-12 22:02:11.429868,Pro,67,3283,39396,False,False,False,False,annual,True,HealthTech,US,Basic,41,2024-11-05,organic,False,16.0,6479.0,0.0,0.0,3.0,11.0,3.0,budget,switched to competitor,0,2024-11,13.8
S-8ca9f0,A-e693b6,2024-09-01,2024-09-06 00:00:00.000000,Basic,55,1045,12540,False,False,False,True,annual,True,FinTech,AU,Enterprise,55,2023-05-25,event,False,107.0,22228.0,4.0,0.0,1.0,1.0,3.0,budget,missing features,1,2023-05,0.16666666666666666
S-33eb1d,A-02fac6,2024-09-20,2026-02-12 22:02:11.429868,Enterprise,22,4378,52536,False,False,False,False,annual,False,FinTech,US,Pro,22,2023-04-06,event,False,55.0,13220.0,4.0,1.0,6.0,23.333333333333332,4.0,support,missing features,0,2023-04,17.0
S-45baac,A-1d5444,2024-05-31,2026-02-12 22:02:11.429868,Enterprise,24,4776,57312,False,False,False,False,monthly,False,Cybersecurity,US,Basic,24,2024-01-18,partner,False,8.0,3176.0,0.0,0.0,2.0,30.0,4.0,support,too expensive,0,2024-01,20.733333333333334
S-e9dc6e,A-4437e4,2024-08-15,2026-02-12 22:02:11.429868,Pro,38,1862,22344,False,False,False,False,annual,True,Cybersecurity,US,Enterprise,3,2023-09-16,event,False,54.0,14065.0,1.0,0.0,6.0,34.666666666666664,3.0,features,too expensive,0,2023-09,18.2
S-871e83,A-8adedc,2024-03-21,2026-02-12 22:02:11.429868,Enterprise,14,2786,33432,False,False,False,False,annual,True,EdTech,US,Basic,4,2024-02-11,event,True,82.0,22597.0,1.0,0.0,4.0,49.25,4.0,Active,No feedback,0,2024-02,23.1
S-88a47f,A-4437e4,2024-12-23,2026-02-12 22:02:11.429868,Basic,9,171,2052,False,False,False,False,annual,True,Cybersecurity,US,Enterprise,3,2023-09-16,event,False,45.0,14841.0,1.0,0.0,6.0,34.666666666666664,3.0,features,too expensive,0,2023-09,13.866666666666667
S-9714fa,A-158f4e,2024-02-19,2026-02-12 22:02:11.429868,Pro,61,2989,35868,False,False,False,False,annual,True,FinTech,IN,Enterprise,61,2023-03-03,other,False,52.0,11737.0,4.0,0.0,5.0,27.6,4.333333333333333,budget,switched to competitor,0,2023-03,24.133333333333333
S-c77c84,A-0be015,2024-12-31,2026-02-12 22:02:11.429868,Basic,19,0,0,True,False,False,False,monthly,False,FinTech,US,Pro,19,2024-10-15,event,False,44.0,16998.0,0.0,0.0,7.0,40.285714285714285,4.2,unknown,too expensive,0,2024-10,13.6
S-86d360,A-b48f73,2024-11-23,2026-02-12 22:02:11.429868,Basic,80,1520,18240,False,False,False,False,monthly,True,EdTech,AU,Pro,80,2024-11-13,event,True,60.0,20231.0,4.0,0.0,3.0,28.666666666666668,4.0,Active,No feedback,0,2024-11,14.866666666666667
S-c15fcc,A-fd9422,2024-08-25,2024-10-02 00:00:00.000000,Basic,58,1102,13224,False,False,False,True,monthly,False,Cybersecurity,US,Pro,58,2024-04-04,organic,False,48.0,11865.0,1.0,2.0,6.0,44.333333333333336,3.5,Active,No feedback,1,2024-04,1.2666666666666666
S-b0ed51,A-98a59a,2024-08-08,2026-02-12 22:02:11.429868,Enterprise,56,11144,133728,False,False,False,False,monthly,False,FinTech,UK,Enterprise,56,2023-08-04,partner,False,76.0,25561.0,4.0,1.0,3.0,37.333333333333336,4.5,support,switched to competitor,0,2023-08,18.433333333333334
S-2e7756,A-b7b7b7,2024-08-27,2026-02-12 22:02:11.429868,Pro,67,3283,39396,False,False,False,False,annual,True,FinTech,US,Basic,24,2024-06-30,event,False,30.0,9954.0,1.0,0.0,3.0,17.0,5.0,Active,No feedback,0,2024-06,17.8
S-2fe253,A-1f0636,2024-02-28,2024-10-30 00:00:00.000000,Pro,105,0,0,True,False,False,True,annual,True,EdTech,AU,Pro,105,2024-01-01,partner,False,60.0,26334.0,2.0,0.0,2.0,38.5,3.5,Active,No feedback,1,2024-01,8.166666666666666
S-a575f5,A-039727,2024-12-09,2026-02-12 22:02:11.429868,Basic,25,475,5700,False,False,False,False,annual,True,EdTech,AU,Pro,25,2024-11-02,organic,False,57.0,15090.0,3.0,0.0,0.0,0.0,4.0,pricing,switched to competitor,0,2024-11,14.333333333333334
S-39bb68,A-d40bf7,2024-11-23,2026-02-12 22:02:11.429868,Basic,59,1121,13452,False,False,False,False,monthly,True,FinTech,IN,Basic,59,2024-11-08,organic,False,54.0,8225.0,2.0,0.0,2.0,20.5,5.0,Active,No feedback,0,2024-11,14.866666666666667
S-7685a3,A-6da850,2024-08-05,2026-02-12 22:02:11.429868,Basic,18,0,0,True,True,False,False,monthly,True,FinTech,IN,Pro,5,2023-10-07,organic,False,84.0,26510.0,6.0,0.0,5.0,49.0,4.0,competitor,missing features,0,2023-10,18.533333333333335
S-712f3a,A-eb1312,2024-11-20,2024-12-26 00:00:00.000000,Basic,25,475,5700,False,False,False,True,monthly,True,FinTech,US,Pro,25,2024-09-16,partner,False,31.0,3695.0,1.0,0.0,1.0,68.0,5.0,unknown,switched to competitor,1,2024-09,1.2
S-dfa4c8,A-eb7fac,2024-01-21,2024-04-22 00:00:00.000000,Pro,7,343,4116,False,False,False,True,annual,True,DevTools,US,Enterprise,7,2023-10-28,organic,False,103.0,33843.0,6.0,1.0,4.0,34.0,4.0,unknown,switched to competitor,1,2023-10,3.066666666666667
S-f3dd83,A-00bed1,2024-08-28,2026-02-12 22:02:11.429868,Enterprise,28,0,0,True,False,False,False,monthly,True,Cybersecurity,US,Basic,28,2023-11-14,ads,True,40.0,9883.0,2.0,1.0,4.0,31.75,4.0,unknown,No feedback,0,2023-11,17.766666666666666
S-a900c2,A-4c56c9,2024-12-22,2026-02-12 22:02:11.429868,Enterprise,24,4776,57312,False,False,False,False,annual,False,FinTech,US,Enterprise,9,2023-12-20,partner,False,50.0,20613.0,2.0,0.0,5.0,38.6,3.75,budget,missing features,0,2023-12,13.9
S-302856,A-e1b9cd,2023-05-24,2024-08-25 00:00:00.000000,Basic,40,760,9120,False,False,False,True,annual,True,DevTools,US,Pro,40,2023-02-26,event,False,85.0,25021.0,6.0,1.0,1.0,35.0,3.0,unknown,switched to competitor,1,2023-02,15.3
S-51b668,A-82d8a6,2024-12-28,2026-02-12 22:02:11.429868,Basic,30,570,6840,False,False,False,False,monthly,True,Cybersecurity,UK,Basic,5,2024-11-28,ads,False,10.0,5730.0,0.0,0.0,5.0,42.2,3.5,features,switched to competitor,0,2024-11,13.7
S-310ae0,A-58b9ff,2024-09-13,2024-10-01 00:00:00.000000,Enterprise,2,398,4776,False,False,False,True,monthly,True,DevTools,IN,Enterprise,2,2024-05-31,partner,False,34.0,12444.0,4.0,1.0,2.0,66.0,4.0,pricing,too expensive,1,2024-05,0.6
S-21eeea,A-2b9d3e,2024-11-08,2026-02-12 22:02:11.429868,Pro,29,1421,17052,False,False,False,False,monthly,True,EdTech,US,Enterprise,1,2023-06-04,partner,False,57.0,16263.0,2.0,0.0,3.0,34.666666666666664,5.0,Active,No feedback,0,2023-06,15.366666666666667
S-7b9b62,A-cb5333,2024-09-17,2026-02-12 22:02:11.429868,Pro,33,1617,19404,False,False,False,False,monthly,False,DevTools,US,Pro,33,2024-03-26,ads,False,57.0,17492.0,3.0,0.0,4.0,30.75,3.0,features,too expensive,0,2024-03,17.1
S-799da2,A-95b24a,2024-06-27,2026-02-12 22:02:11.429868,Pro,38,1862,22344,False,False,False,False,monthly,True,FinTech,US,Pro,38,2023-06-06,event,False,45.0,15515.0,3.0,0.0,5.0,21.2,4.25,Active,No feedback,0,2023-06,19.833333333333332
S-e82bdc,A-4c38bc,2024-03-17,2026-02-12 22:02:11.429868,Basic,36,684,8208,False,False,False,False,annual,True,HealthTech,UK,Basic,36,2024-03-09,event,False,18.0,7560.0,0.0,0.0,3.0,48.333333333333336,3.5,Active,No feedback,0,2024-03,23.233333333333334
S-879b43,A-3cc791,2024-03-26,2026-02-12 22:02:11.429868,Enterprise,6,1194,14328,False,False,False,False,monthly,True,EdTech,US,Enterprise,6,2024-01-10,other,False,78.0,23645.0,4.0,0.0,6.0,48.333333333333336,4.25,features,No feedback,0,2024-01,22.933333333333334
S-6fd24b,A-7988d1,2024-08-19,2026-02-12 22:02:11.429868,Enterprise,33,6567,78804,False,False,False,False,monthly,True,Cybersecurity,US,Basic,33,2023-12-20,other,False,46.0,11387.0,4.0,1.0,3.0,35.333333333333336,4.333333333333333,competitor,too expensive,0,2023-12,18.066666666666666
